bnr,vnb_id,firmenname,bnetza_name,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018
10000052,d0a567cf,Elektrizitätswerk Rohmund GmbH,Elektrizitätswerk Rohmund GmbH,7.0,7.0,14.0,,,,,,,7.0,7.0,14.0,,,,,,
10000053,a54715ad,Gemeindewerke Kiefersfelden Strom- Gas- und Wasserversorgung,Gemeindewerke Kiefersfelden,14.0,10.0,24.0,,,,,,,10.0,14.0,24.0,,,,,,
10000055,fbcfb88f,Elektrizitätswerk Hindelang eG,Elektrizitätswerk Hindelang eG,10.0,10.0,20.0,,,,,,,10.0,10.0,20.0,,,,,,
10000057,d8c5eb6e,Gemeindewerke Ebersdorf,Gemeindewerke Ebersdorf,7.0,7.0,14.0,7.0,7.0,14.0,,,,7.0,7.0,14.0,,,,,,
10000058,a53476d7,Stadtwerke Germersheim GmbH,Stadtwerke Germersheim GmbH,20.0,90.0,110.0,,,,,,,21.0,28.0,49.0,56.0,180.0,236.0,,,
10000060,a172a8b0,Stadtwerke Schorndorf GmbH,Stadtwerke Schorndorf GmbH,30.0,90.0,120.0,,,,,,,30.0,90.0,120.0,,,,,,
10000062,3b54c115,Gemeindewerke Steißlingen,Gemeindewerke Steißlingen,7.0,10.0,17.0,40.0,25.0,65.0,,,,9.0,12.0,21.0,,,,,,
10000065,45b20ace,Stadtwerke Versmold GmbH,Stadtwerke Versmold GmbH,14.0,28.0,42.0,42.0,178.0,220.0,,,,14.0,14.0,28.0,42.0,80.0,122.0,,,
10000075,5a194082,Stadtwerke Bliestal GmbH,Stadtwerke Bliestal GmbH,25.0,30.0,55.0,30.0,300.0,330.0,,,,21.0,15.0,36.0,30.0,300.0,330.0,,,
10000080,29280743,Stadtwerke Gengenbach,Stadtwerke Gengenbach -Versorgungsbetriebe-,12.0,1.0,13.0,12.0,1.0,13.0,,,,10.0,1.0,11.0,,,,,,
10000085,cc5c918a,Gemeindewerke Peißenberg KU,Kommunalunternehmen Gemeindewerke Peißenberg,15.0,15.0,30.0,30.0,30.0,60.0,,,,15.0,15.0,30.0,30.0,30.0,60.0,,,
10000086,1d2296b6,Stadtwerke Malchow,Stadtwerke Malchow,,,,,,,,,,,,,,,,,,
10000091,7540fe48,Getreidemühle Zwiefalten eG,Getreidemühle Zwiefalten eG,14.0,0.0,14.0,,,,,,,3.0,3.0,6.0,,,,,,
10000096,82ff6e18,Stadtwerke Sulzbach/Saar GmbH,Stadtwerke Sulzbach/Saar GmbH,90.0,90.0,180.0,90.0,90.0,180.0,,,,14.0,90.0,104.0,20.0,90.0,110.0,,,
10000098,921ffcf6,Stadtwerke Wernigerode GmbH,Stadtwerke Wernigerode GmbH,22.0,58.0,80.0,50.0,225.0,275.0,,,,28.0,50.0,78.0,60.0,300.0,360.0,,,
10000100,e967c000,Licht- und Kraftwerke Sonneberg GmbH,Licht- und Kraftwerke Sonneberg GmbH,20.0,150.0,170.0,30.0,220.0,250.0,,,,20.0,60.0,80.0,20.0,95.0,115.0,,,
10000109,80ad5a12,Stadtwerke Burgbernheim,Stadt Burgbernheim - Stadtwerke,19.0,32.0,51.0,,,,,,,13.0,34.0,47.0,,,,,,
10000110,00751f64,Stadtwerke Schweinfurt GmbH,Stadtwerke Schweinfurt GmbH,30.0,45.0,75.0,30.0,150.0,180.0,,,,2.0,1.0,3.0,3.0,360.0,363.0,,,
10000118,8818350c,Elektrizitäts-Genossenschaft Röthenbach eG,Elektrizitäts-Genossenschaft Röthenbach eG,12.0,20.0,32.0,22.0,28.0,50.0,,,,7.0,10.0,17.0,,,,,,
10000120,a4cc54ef,Stadtwerke Stein GmbH & Co. KG,Stadtwerke Stein GmbH & Co. KG,2.0,15.0,17.0,,,,,,,2.0,15.0,17.0,,,,,,
10000126,f43efe4a,Elektrizitätswerk Stern KG Bad Endorf,Elektrizitätswerk Stern KG Bad Endorf,14.0,60.0,74.0,21.0,90.0,111.0,,,,14.0,60.0,74.0,,,,,,
10000127,23943550,EWR GmbH,EWR GmbH,30.0,45.0,75.0,30.0,45.0,75.0,,,,,44.0,44.0,,44.0,44.0,,,
10000140,4d4b1fb0,Vereinigte Wertach-Elektrizitätswerke GmbH,Vereinigte Wertach-Elektrizitätswerke GmbH,28.0,56.0,84.0,28.0,300.0,328.0,,,,30.0,120.0,150.0,60.0,290.0,350.0,,,
10000141,6fd3798d,Stadtwerke Altdorf GmbH,Stadtwerke Altdorf GmbH,1.0,1.0,2.0,,,,,,,1.0,1.0,2.0,3.0,3.0,6.0,,,
10000148,c353bbe3,Stadtwerke Elmshorn,Stadtwerke Elmshorn,24.0,120.0,144.0,24.0,200.0,224.0,,,,12.0,20.0,32.0,,,,,,
10000150,7e858469,Überlandwerk Leinetal GmbH,Überlandwerk Leinetal GmbH,16.0,64.0,80.0,,,,,,,13.0,58.0,71.0,,,,,,
10000151,ceacdb13,Stadtwerke Eckernförde GmbH,Stadtwerke Eckernförde GmbH,10.0,10.0,20.0,,,,,,,10.0,15.0,25.0,30.0,30.0,60.0,,,
10000154,cfee4890,Stadtwerke Fellbach GmbH,Stadtwerke Fellbach GmbH,14.0,30.0,44.0,15.0,180.0,195.0,,,,5.0,60.0,65.0,15.0,180.0,195.0,,,
10000156,f0e71d8c,Stadtwerke Bad Windsheim,Stadtwerke Bad Windsheim,7.0,30.0,37.0,30.0,90.0,120.0,,,,7.0,30.0,37.0,30.0,90.0,120.0,,,
10000158,2eefcd70,Stadtwerke Greven GmbH,Stadtwerke Greven GmbH,15.0,90.0,105.0,40.0,365.0,405.0,,,,10.0,30.0,40.0,15.0,60.0,75.0,,,
10000160,9151b263,Stadtwerke Gronau GmbH,Stadtwerke Gronau GmbH,12.0,4.0,16.0,15.0,4.0,19.0,,,,12.0,4.0,16.0,,,,,,
10000161,7697d66d,Stadtwerke Pirmasens Versorgungs GmbH,Stadtwerke Pirmasens Versorgungs GmbH,7.0,21.0,28.0,8.0,60.0,68.0,,,,14.0,21.0,35.0,14.0,60.0,74.0,,,
10000163,fdd76ee8,Stadtwerke Schwedt GmbH,Stadtwerke Schwedt GmbH,5.0,10.0,15.0,30.0,60.0,90.0,,,,7.0,13.0,20.0,30.0,60.0,90.0,,,
10000167,5830133f,Überlandwerk Erding GmbH & Co. KG,Überlandwerk Erding GmbH & Co. KG,10.0,14.0,24.0,90.0,30.0,120.0,,,,14.0,21.0,35.0,21.0,60.0,81.0,,,
10000169,f4389f99,gemeinsames Kommunalunternehmen Oberes Egertal,gemeinsames Kommunalunternehmen oberes Egertal,10.0,15.0,25.0,,,,,,,10.0,15.0,25.0,,,,,,
10000172,5d9788fe,Stadtwerke Wolfenbüttel GmbH,Stadtwerke Wolfenbüttel GmbH,3.0,30.0,33.0,30.0,0.0,30.0,,,,4.0,60.0,64.0,,,,,,
10000173,d63dc997,Stadtwerke Teterow GmbH,Stadtwerke Teterow GmbH,10.0,15.0,25.0,,,,,,,15.0,35.0,50.0,,,,,,
10000178,232bcc13,Gemeindewerke Cadolzburg,Gemeindewerke Cadolzburg,14.0,14.0,28.0,,,,,,,14.0,14.0,28.0,,,,,,
10000179,fd396b21,Stadtwerke Mühlheim am Main GmbH,Stadtwerke Mühlheim am Main GmbH,10.0,21.0,31.0,,,,,,,10.0,21.0,31.0,,,,,,
10000180,a104598c,Stadtwerke Rothenburg o.d.T. GmbH,Stadtwerke Rothenburg o.d.T. GmbH,7.0,21.0,28.0,,,,,,,7.0,90.0,97.0,30.0,90.0,120.0,,,
10000184,afbe8b1b,Stadtwerke Bad Salzuflen GmbH,Stadtwerke Bad Salzuflen GmbH,20.0,71.0,91.0,240.0,250.0,490.0,,,,30.0,30.0,60.0,29.0,29.0,58.0,,,
10000185,ecf96df1,Energieversorgung Selb-Marktredwitz GmbH,Energieversorgung Selb-Marktredwitz GmbH,,,,,,,,,,,,,,,,,,
10000191,5d17d37a,Energie- und Wasserversorgung Rheine GmbH,Energie- und Wasserversorgung Rheine GmbH,26.0,60.0,86.0,60.0,90.0,150.0,,,,26.0,60.0,86.0,60.0,180.0,240.0,,,
10000192,bfe14be8,Stadtwerke Roth,Stadtwerke Roth,21.0,37.0,58.0,,,,,,,21.0,30.0,51.0,21.0,270.0,291.0,,,
10000195,6bbfb14d,Energieversorgung Lohr-Karlstadt und Umgebung GmbH & Co. KG,Energieversorgung Lohr-Karlstadt und Umgebung GmbH & Co. KG,5.0,29.0,34.0,14.0,365.0,379.0,,,,2.0,24.0,26.0,14.0,365.0,379.0,,,
10000200,b8442920,Stadtwerke Schkeuditz GmbH,Stadtwerke Schkeuditz GmbH,14.0,45.0,59.0,60.0,250.0,310.0,,,,14.0,60.0,74.0,14.0,0.0,14.0,,,
10000202,9acab451,infra fürth GmbH,infra fürth gmbh,13.0,120.0,133.0,46.0,250.0,296.0,,,,38.0,120.0,158.0,39.0,250.0,289.0,,,
10000206,53681f79,Stadtwerke Werl GmbH,Stadtwerke Werl GmbH,20.0,30.0,50.0,30.0,120.0,150.0,,,,20.0,30.0,50.0,30.0,120.0,150.0,,,
10000211,1fe7c618,Stadtwerke Zeil a. Main,Stadtwerke Zeil a. Main,7.0,120.0,127.0,31.0,150.0,181.0,,,,7.0,31.0,38.0,,,,,,
10000212,a568e13a,Stadtwerke Geesthacht GmbH,Stadtwerke Geesthacht GmbH,14.0,14.0,28.0,,,,,,,14.0,14.0,28.0,56.0,42.0,98.0,,,
10000214,0e81006a,Stadtwerke Homburg GmbH,Stadtwerke Homburg GmbH,,,,,,,,,,,,,,,,,,
10000216,ebfefbb1,Stadtwerke Hemau,Stadtwerke Hemau,5.0,8.0,13.0,,,,,,,5.0,8.0,13.0,,,,,,
10000217,4433d30c,Stadtwerke Emden GmbH,Stadtwerke Emden GmbH,7.0,28.0,35.0,,,,,,,18.0,56.0,74.0,42.0,84.0,126.0,,,
10000219,017bb48c,Stadtwerke Bamberg Energie- und Wasserversorgungs GmbH,Stadtwerke Bamberg Energie- und Wasserversorgungs GmbH,1.0,41.0,42.0,25.0,11.0,36.0,,,,1.0,9.0,10.0,31.0,547.0,578.0,,,
10000221,5cba554d,Elektrizitätswerk Diessen Stadler GmbH,Elektrizitätswerk Dießen Stadler GmbH,14.0,30.0,44.0,,,,,,,30.0,30.0,60.0,,,,,,
10000223,eca27542,Energieversorgung Südbaar GmbH & Co. KG,Energieversorgung Südbaar GmbH & Co. KG,35.0,5.0,40.0,35.0,30.0,65.0,,,,25.0,5.0,30.0,,,,,,
10000227,09574852,Stadtwerke Reichenbach/Vogtl. GmbH,Stadtwerke Reichenbach/Vogtland GmbH,7.0,45.0,52.0,42.0,190.0,232.0,,,,16.0,65.0,81.0,30.0,320.0,350.0,,,
10000229,65e432ca,E-Werk Buchauer,E-Werk Rupert Buchauer,20.0,0.0,20.0,,,,,,,,,,,,,,,
10000231,5b19afad,Gemeindewerke Partenstein,Gemeindewerke Partenstein,30.0,20.0,50.0,,,,,,,30.0,20.0,50.0,,,,,,
10000239,3b60fe20,Gemeindewerke Grefrath GmbH,Gemeindewerke Grefrath GmbH,3.0,20.0,23.0,8.0,150.0,158.0,,,,5.0,30.0,35.0,,,,,,
10000241,5fc63e19,Stadtwerke Hof Energie+Wasser GmbH,Stadtwerke Hof Energie+Wasser GmbH,10.0,15.0,25.0,20.0,200.0,220.0,,,,5.0,7.0,12.0,20.0,200.0,220.0,,,
10000245,da92183a,Stadtwerke Altensteig,Stadtwerke Altensteig,5.0,40.0,45.0,5.0,120.0,125.0,,,,5.0,40.0,45.0,,,,,,
10000246,e1717ed4,Maintal-Werke GmbH,Maintal-Werke-GmbH - Stadtwerke der Stadt Maintal,9.0,1.0,10.0,47.0,1.0,48.0,,,,3.0,2.0,5.0,66.0,1.0,67.0,,,
10000248,5fd9fa79,Stadtwerke Ansbach GmbH,Stadtwerke Ansbach GmbH,50.0,50.0,100.0,90.0,90.0,180.0,,,,10.0,10.0,20.0,10.0,10.0,20.0,,,
10000253,b15584c8,Stadtwerke Bad Bergzabern GmbH,Stadtwerke Bad Bergzabern GmbH,14.0,30.0,44.0,,,,,,,14.0,25.0,39.0,,,,,,
10000255,9c23191b,Stadtwerke Baiersdorf KU,Stadtwerke Baiersdorf KU,5.0,7.0,12.0,,,,,,,5.0,7.0,12.0,10.0,215.0,225.0,,,
10000257,16d44b9c,Stadtwerke Engen GmbH,Stadtwerke Engen GmbH,20.0,150.0,170.0,90.0,400.0,490.0,,,,20.0,10.0,30.0,90.0,150.0,240.0,,,
10000259,86e2806c,Gemeindewerke Schutterwald,Gemeindewerke Schutterwald (GWS),5.0,5.0,10.0,15.0,10.0,25.0,,,,5.0,10.0,15.0,8.0,30.0,38.0,,,
10000265,8bc7a2f7,Stadtwerke Lambrecht (Pfalz) GmbH,Stadtwerke Lambrecht (Pfalz) GmbH,2.0,68.0,70.0,,,,,,,3.0,17.0,20.0,,,,,,
10000269,66c26f4f,Elektrizitätswerk Simbach GmbH,Elektrizitätswerk Simbach GmbH,25.0,0.0,25.0,,,,,,,25.0,0.0,25.0,,,,,,
10000270,6706516d,Stadtwerke Haldensleben GmbH,Stadtwerke Haldensleben GmbH,,,,,,,,,,,,,,,,,,
10000272,1b8a4503,Dessauer Stromversorgung GmbH,Dessauer Stromversorgung GmbH,10.0,30.0,40.0,30.0,200.0,230.0,,,,10.0,30.0,40.0,20.0,60.0,80.0,,,
10000275,f4bc81f7,Stadtwerke Neustadt a.d. Aisch GmbH,Stadtwerke Neustadt a.d. Aisch GmbH,15.0,10.0,25.0,,,,,,,15.0,10.0,25.0,,,,,,
10000279,b7e6f23a,Stadtwerke Lübz GmbH,Stadtwerke Lübz GmbH,7.0,30.0,37.0,,,,,,,7.0,30.0,37.0,,,,,,
10000281,a8185b4a,Versorgungsbetriebe Zellingen,Versorgungsbetriebe Zellingen,5.0,29.0,34.0,,,,,,,2.0,40.0,42.0,,,,,,
10000283,6a99064b,Überlandwerk Rhön GmbH,Überlandwerk Rhön GmbH,18.0,50.0,68.0,50.0,180.0,230.0,,,,12.0,25.0,37.0,32.0,190.0,222.0,,,
10000284,dfa5b3d5,Stadtwerke Rastatt GmbH,Stadtwerke Rastatt GmbH,10.0,40.0,50.0,40.0,,40.0,,,,20.0,0.0,20.0,,,,,,
10000286,eb847f0d,Stadtwerke Verden GmbH,Stadtwerke Verden GmbH,12.0,65.0,77.0,30.0,730.0,760.0,,,,12.0,63.0,75.0,30.0,730.0,760.0,,,
10000288,24f4129b,Stadtwerke Neustadt a.d. Donau,Stadtwerke Neustadt a. d. Donau,3.0,15.0,18.0,5.0,30.0,35.0,,,,5.0,14.0,19.0,,,,,,
10000289,37c98756,Stadtwerke Scheinfeld,Stadtwerke Scheinfeld,14.0,30.0,44.0,,,,,,,11.0,25.0,36.0,,,,,,
10000290,8e84e85f,Stadtwerke St. Ingbert GmbH,Stadtwerke St. Ingbert GmbH,25.0,30.0,55.0,30.0,300.0,330.0,,,,21.0,15.0,36.0,30.0,300.0,330.0,,,
10000293,38b7e0a9,Stadtwerke Nortorf AöR,Stadtwerke Nortorf AöR,6.0,20.0,26.0,,,,,,,15.0,20.0,35.0,,,,,,
10000295,38c548e0,Stadtwerke Nürtingen GmbH,Stadtwerke Nürtingen GmbH,14.0,14.0,28.0,30.0,30.0,60.0,,,,,,,,,,,,
10000298,a69846f8,Stadtwerke Dinkelsbühl,Stadtwerke Dinkelsbühl,15.0,82.0,97.0,54.0,181.0,235.0,,,,14.0,45.0,59.0,,,,,,
10000299,32092119,Stadtwerke Rendsburg GmbH,Stadtwerke Rendsburg GmbH,20.0,40.0,60.0,20.0,40.0,60.0,,,,10.0,15.0,25.0,30.0,30.0,60.0,,,
10000301,92ba3c63,Stadtwerke Annweiler am Trifels,Stadtwerke Annweiler am Trifels,5.0,20.0,25.0,,,,,,,5.0,30.0,35.0,,,,,,
10000302,e4fadc61,Stadtwerke GmbH Bad Kreuznach,Stadtwerke GmbH Bad Kreuznach,8.0,30.0,38.0,30.0,60.0,90.0,,,,2.0,30.0,32.0,56.0,270.0,326.0,,,
10000307,9e753701,Gemeindliche Werke Hengersberg,Gemeindliche Werke Hengersberg,30.0,60.0,90.0,90.0,120.0,210.0,,,,30.0,30.0,60.0,90.0,90.0,180.0,,,
10000308,c748547c,Stadtwerke Rinteln GmbH,Stadtwerke Rinteln GmbH,4.0,21.0,25.0,25.0,280.0,305.0,,,,7.0,7.0,14.0,21.0,21.0,42.0,,,
10000310,836e1e59,Stadtwerke Ratingen GmbH,Stadtwerke Ratingen GmbH,30.0,30.0,60.0,60.0,60.0,120.0,,,,30.0,30.0,60.0,40.0,40.0,80.0,,,
10000312,5b5474c1,Stadtwerke Böhmetal GmbH,Stadtwerke Böhmetal GmbH,7.0,21.0,28.0,14.0,120.0,134.0,,,,5.0,30.0,35.0,14.0,100.0,114.0,,,
10000314,c2e88979,Zwickauer Energieversorgung GmbH,Zwickauer Energieversorgung GmbH,7.0,1.0,8.0,30.0,1.0,31.0,,,,15.0,32.0,47.0,30.0,32.0,62.0,,,
10000316,08cdce3b,Bad Honnef AG,Bad Honnef AG,5.0,122.0,127.0,,,,,,,5.0,20.0,25.0,,,,,,
10000319,cf8ee818,Stadtwerke Lemgo GmbH,Stadtwerke Lemgo GmbH,28.0,20.0,48.0,28.0,330.0,358.0,,,,21.0,30.0,51.0,21.0,60.0,81.0,,,
10000321,6ef609af,Stadtwerke Meerane GmbH,Stadtwerke Meerane GmbH,8.0,45.0,53.0,18.0,90.0,108.0,,,,7.0,30.0,37.0,18.0,45.0,63.0,,,
10000324,36240a67,Elektrizitätsgenossenschaft Karlstein eG,Elektrizitätsgenossenschaft Karlstein eG,3.0,10.0,13.0,,,,,,,5.0,10.0,15.0,,,,,,
10000326,667ba0e2,Stadtwerke Lünen GmbH,Stadtwerke Lünen GmbH,3.0,7.0,10.0,30.0,7.0,37.0,,,,3.0,30.0,33.0,30.0,7.0,37.0,,,
10000328,f8da5fbf,Stadtwerke Hagenow GmbH,Stadtwerke Hagenow GmbH,5.0,3.0,8.0,20.0,10.0,30.0,,,,5.0,2.0,7.0,,,,,,
10000330,7dd49c69,Stadtwerke Buchen GmbH & Co KG,Stadtwerke Buchen GmbH & Co KG,40.0,90.0,130.0,63.0,70.0,133.0,,,,1.0,1.0,2.0,60.0,250.0,310.0,,,
10000332,fcde1fab,Stadtwerke Olbernhau GmbH,Stadtwerke Olbernhau GmbH,32.0,7.0,39.0,,,,,,,32.0,8.0,40.0,,,,,,
10000341,4dfb3be4,Stadtwerke Passau GmbH,Stadtwerke Passau GmbH,12.0,35.0,47.0,30.0,229.0,259.0,,,,26.0,16.0,42.0,27.0,170.0,197.0,,,
10000344,a9f9739b,Stadtwerke Schwarzenberg GmbH,Stadtwerke Schwarzenberg GmbH,10.0,170.0,180.0,20.0,181.0,201.0,,,,12.0,30.0,42.0,20.0,150.0,170.0,,,
10000346,cc40cde1,Stadtwerke Mühlacker GmbH,Stadtwerke Mühlacker GmbH,2.0,0.0,2.0,28.0,245.0,273.0,,,,31.0,45.0,76.0,91.0,365.0,456.0,,,
10000349,29d95bc2,Stadtwerke Schwäbisch Hall GmbH,Stadtwerke Schwäbisch Hall GmbH,7.0,7.0,14.0,20.0,20.0,40.0,,,,5.0,10.0,15.0,10.0,10.0,20.0,,,
10000351,7560a66b,Stadtwerke Troisdorf GmbH,Stadtwerke Troisdorf GmbH,5.0,90.0,95.0,10.0,400.0,410.0,,,,8.0,14.0,22.0,14.0,30.0,44.0,,,
10000357,d24c7750,Gemeindewerke Großkrotzenburg GmbH,Gemeindewerke Großkrotzenburg GmbH,7.0,1.0,8.0,,,,,,,3.0,2.0,5.0,,,,,,
10000359,811ecbd1,Hellenstein-Energie-Logistik GmbH,Hellenstein-Energie-Logistik GmbH,10.0,10.0,20.0,10.0,10.0,20.0,,,,10.0,10.0,20.0,10.0,10.0,20.0,,,
10000360,54968043,Feuchter Gemeindewerke GmbH,Feuchter Gemeindewerke GmbH (FGW),14.0,30.0,44.0,,,,,,,13.0,25.0,38.0,,,,,,
10000364,776eadf8,Gemeindewerke Glattbach,Gemeinde Glattbach,14.0,90.0,104.0,,,,,,,14.0,7.0,21.0,,,,,,
10000367,a7ac980c,Gemeindewerke Kahl Versorgungsgesellschaft mbH,Gemeindewerke Kahl Versorgungsgesellschaft mbH,7.0,28.0,35.0,,,,,,,7.0,28.0,35.0,,,,,,
10000368,d8e61c68,Stadtwerke Ingolstadt Netze GmbH,Stadtwerke Ingolstadt Netze GmbH,36.0,34.0,70.0,46.0,84.0,130.0,,,,10.0,30.0,40.0,,,,,,
10000373,7566b909,Energieversorgung Alzenau GmbH,Energieversorgung Alzenau GmbH,23.0,21.0,44.0,,,,,,,36.0,7.0,43.0,,,,,,
10000386,a1d6549b,Stadtwerke Bietigheim-Bissingen GmbH,Stadtwerke Bietigheim-Bissingen GmbH,1.0,24.0,25.0,38.0,120.0,158.0,,,,14.0,7.0,21.0,,,,,,
10000388,5b31dcd3,Stadtwerke Südholstein GmbH,Stadtwerke Südholstein GmbH,10.0,30.0,40.0,21.0,180.0,201.0,,,,14.0,14.0,28.0,,,,,,
10000391,a3bdd3ac,Stadtwerke Marburg GmbH,Stadtwerke Marburg GmbH,7.0,90.0,97.0,14.0,90.0,104.0,,,,7.0,90.0,97.0,,,,,,
10000393,99bc464a,Stadtwerke Pappenheim GmbH,Stadtwerke Pappenheim GmbH,30.0,50.0,80.0,90.0,400.0,490.0,,,,30.0,50.0,80.0,,,,,,
10000398,b09e5799,Herzo Werke GmbH,Herzo Werke GmbH,10.0,10.0,20.0,40.0,40.0,80.0,,,,10.0,10.0,20.0,,,,,,
10000404,67e739bf,Gemeindewerke Stockstadt,Markt Stockstadt - Gemeindewerke -,5.0,15.0,20.0,,,,,,,14.0,30.0,44.0,,,,,,
10000406,0727cb3e,Stadtwerke Ebermannstadt Versorgungsbetriebe GmbH,Stadtwerke Ebermannstadt Versorgungsbetriebe GmbH,10.0,22.0,32.0,,,,,,,3.0,35.0,38.0,,,,,,
10000407,5c2f950e,MEGA Monheimer Elektrizitäts- und Gasversorgung GmbH,MEGA Monheimer Elektrizitäts- und Gasversorgung GmbH,10.0,8.0,18.0,,,,,,,10.0,10.0,20.0,20.0,35.0,55.0,,,
10000408,1d6c256e,Stadtwerke Strausberg GmbH,Stadtwerke Strausberg GmbH,15.0,1.0,16.0,,,,,,,3.0,1.0,4.0,60.0,1.0,61.0,,,
10000410,0eed9d9c,Stadtwerke Amberg Versorgungs GmbH,Stadtwerke Amberg Versorgungs GmbH,7.0,96.0,103.0,20.0,431.0,451.0,,,,5.0,35.0,40.0,8.0,45.0,53.0,,,
10000414,a0c183cc,Albwerk GmbH & Co. KG,Albwerk GmbH & Co. KG,14.0,60.0,74.0,52.0,270.0,322.0,,,,3.0,3.0,6.0,52.0,180.0,232.0,,,
10000415,03f94845,Stadtwerke Glauchau Dienstleistungsgesellschaft mbH,Stadtwerke Glauchau Dienstleistungsgesellschaft mbH,,,,,,,,,,14.0,42.0,56.0,,,,,,
10000417,a16d514a,Stadtwerke Pfarrkirchen,Stadtwerke Pfarrkirchen,15.0,30.0,45.0,,,,,,,10.0,5.0,15.0,,,,,,
10000421,777c1439,Stadtwerke Gunzenhausen GmbH,Stadtwerke Gunzenhausen GmbH,8.0,90.0,98.0,14.0,185.0,199.0,,,,5.0,3.0,8.0,,,,,,
10000424,682e188e,Gemeindewerke Enkenbach-Alsenborn,Gemeindewerke Enkenbach-Alsenborn - Elektrizitätswerk,21.0,21.0,42.0,,,,,,,14.0,21.0,35.0,,,,,,
10000425,ea46bcc0,Gemeindewerke Halstenbek,Gemeindewerke Halstenbek,14.0,14.0,28.0,,,,,,,10.0,20.0,30.0,,,,,,
10000430,57c4fb46,Stadt- und Überlandwerke GmbH Luckau-Lübbenau,Stadt- und Überlandwerke GmbH Luckau-Lübbenau,44.0,24.0,68.0,154.0,59.0,213.0,,,,51.0,14.0,65.0,,,,,,
10000431,e4054b2f,Stadtwerke Sindelfingen GmbH,Stadtwerke Sindelfingen GmbH,,,,,,,,,,,,,,,,,,
10000434,6e00ef90,Stadtwerke Tübingen GmbH,Stadtwerke Tübingen GmbH,8.0,41.0,49.0,13.0,216.0,229.0,,,,7.0,47.0,54.0,,,,,,
10000440,7b55e3a0,Stadtwerke Dettelbach,Stadtwerke Dettelbach,5.0,5.0,10.0,5.0,5.0,10.0,,,,5.0,5.0,10.0,5.0,5.0,10.0,,,
10000441,2c6aa300,Stadtwerke Neuffen AG,Stadtwerke Neuffen AG,2.0,60.0,62.0,2.0,150.0,152.0,,,,2.0,60.0,62.0,,,,,,
10000443,03fa100f,Stadtwerke Ochtrup,Stadtwerke Ochtrup,19.0,4.0,23.0,22.0,5.0,27.0,,,,2.0,1.0,3.0,2.0,1.0,3.0,,,
10000446,06f0f9e5,Stadtwerke Wilster,Stadtwerke Wilster,25.0,15.0,40.0,55.0,60.0,115.0,,,,20.0,20.0,40.0,,,,,,
10000448,376119e8,Stadtwerke Witten GmbH,Stadtwerke Witten GmbH,3.0,10.0,13.0,,,,,,,5.0,5.0,10.0,,,,,,
10000454,fb0bad75,Städtische Werke Spremberg (Lausitz) GmbH,Städtische Werke Spremberg (Lausitz) GmbH,15.0,40.0,55.0,30.0,180.0,210.0,,,,5.0,5.0,10.0,,,,,,
10000456,73cfa09a,Stadtwerke Bad Brückenau GmbH,Stadtwerke Bad Brückenau GmbH,7.0,14.0,21.0,,,,,,,7.0,7.0,14.0,,,,,,
10000458,9a2be864,Stadtwerke Erkrath GmbH,Stadtwerke Erkrath GmbH,30.0,21.0,51.0,90.0,180.0,270.0,,,,61.0,21.0,82.0,,,,,,
10000460,c128e3c2,Stadtwerk Tauberfranken GmbH,Stadtwerk Tauberfranken GmbH,20.0,100.0,120.0,60.0,400.0,460.0,,,,5.0,2.0,7.0,5.0,2.0,7.0,,,
10000462,472b1931,Stadtwerke Schwäbisch Gmünd GmbH,Stadtwerke Schwäbisch Gmünd GmbH,2.0,61.0,63.0,11.0,152.0,163.0,,,,,,,,,,,,
10000464,7f51315f,Stadtwerke Wedel GmbH,Stadtwerke Wedel GmbH,20.0,90.0,110.0,364.0,364.0,728.0,,,,14.0,,14.0,,,,,,
10000468,c187e17e,EMB Energieversorgung Miltenberg-Bürgstadt GmbH & Co. KG,EMB Energieversorgung Miltenberg- Bürgstadt GmbH & Co. KG,7.0,28.0,35.0,,,,,,,7.0,28.0,35.0,,,,,,
10000469,1cb3deaa,Stadtwerke Weinheim GmbH,Stadtwerke Weinheim GmbH,7.0,21.0,28.0,21.0,365.0,386.0,,,,5.0,28.0,33.0,14.0,120.0,134.0,,,
10000474,1c5074de,Stadtwerke Vilsbiburg,Stadtwerke Vilsbiburg,2.0,14.0,16.0,,,,,,,1.0,1.0,2.0,,,,,,
10000475,9ae2ad6a,Weißachtal-Kraftwerke eG,Weißachtal-Kraftwerke eG,14.0,10.0,24.0,,,,,,,10.0,15.0,25.0,,,,,,
10000477,57dbce88,Stadtwerke Völklingen Netz GmbH,Stadtwerke Völklingen Netz GmbH,7.0,30.0,37.0,21.0,120.0,141.0,,,,9.0,59.0,68.0,15.0,120.0,135.0,,,
10000479,487081d2,Elektrizitätsgenossenschaft Rettenberg eG,Elektrizitäts-Genossenschaft Rettenberg eG,19.0,32.0,51.0,,,,,,,16.0,20.0,36.0,,,,,,
10000480,260a2eff,eneREGIO GmbH,eneREGIO GmbH,5.0,20.0,25.0,10.0,25.0,35.0,,,,5.0,14.0,19.0,,,,,,
10000481,cc08ecb1,Stadtwerke Waldmünchen,Stadtwerke Waldmünchen Anstalt des öffentlichen Rechtes,16.0,30.0,46.0,30.0,30.0,60.0,,,,16.0,30.0,46.0,,,,,,
