bnr,vnb_id,firmenname,bnetza_name,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051,c052,c053,c054,c055,c056,c057,c058,c059,c060,c061,c062,c063,c064
10001473,9b5a1abd,Stadtwerke Bramsche GmbH,Stadtwerke Bramsche GmbH,135.0,0.0,0.0,68.0,50.0,17.0,0.0,135.0,135.0,1.0,,,,,,,,,,,,,,,,,,,,,34.0,0.0,79.0,20.0,133.0,0.0,0.0,0.0,133.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001475,00c90dd1,Stadtwerke Havelberg GmbH,Stadtwerke Havelberg GmbH,30.0,0.0,0.0,28.0,2.0,,,30.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,19.0,2.0,26.0,,,,26.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001477,5bb35872,Stadtwerke Zweibrücken GmbH,Stadtwerke Zweibrücken GmbH,164.0,0.0,0.0,11.0,153.0,0.0,0.0,164.0,164.0,1.0,,,,,,,,,,,,,,,,,,,,,34.0,0.0,72.0,18.0,80.0,44.0,0.0,0.0,124.0,124.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001486,afc33ca2,Elektrizitätswerk des Kantons Schaffhausen AG,Elektrizitätswerk des Kantons Schaffhausen AG,281.0,0.0,1.0,89.0,155.0,35.0,3.0,282.0,282.0,1.0,,,,,,,,,,,,,,,,,,,,,49.0,1.0,150.0,,176.0,20.0,4.0,,200.0,200.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001487,5a82278a,Gemeindewerke Herxheim,Gemeindewerke Herxheim,133.0,0.0,0.0,133.0,0.0,0.0,0.0,133.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,38.0,95.0,2.0,135.0,0.0,0.0,0.0,135.0,135.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001488,aa77c9a1,Erlanger Stadtwerke AG,Erlanger Stadtwerke AG,1199.0,0.0,10.0,300.0,550.0,277.0,20.0,1147.0,1209.0,0.9487,8.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,10.0,0.3,,,,,,,,,,,159.0,0.0,50.0,122.0,236.0,92.0,3.0,0.0,331.0,331.0,1.0,0.0,30.0,0.0,0.0,10.0,7.0,14.0,14.0,5.0,40.0,40.0,1.0,,,,,,,,,,,
10001493,47d6e656,Stadtwerke Niesky GmbH,Stadtwerke Niesky GmbH,159.0,0.0,0.0,159.0,0.0,0.0,0.0,159.0,159.0,1.0,,,,,,,,,,,,,,,,,,,,,11.0,30.0,29.0,5.0,63.0,12.0,0.0,0.0,75.0,75.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001494,66ac47a7,Stadtwerke Weilburg GmbH,Stadtwerke Weilburg GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,0.0,20.0,0.0,1.0,1.0,0.0,2.0,35.0,0.0571,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.3333,,,,,,,,,,,
10001495,62879a36,Syna GmbH,Syna GmbH,18500.0,4.0,640.0,17230.0,1909.0,5.0,0.0,19144.0,19144.0,1.0,272.0,26.0,23.0,0.0,0.0,30.0,9.0,39.0,321.0,0.1215,,,,,,,,,,,3108.0,99.0,10649.0,3317.0,2500.0,1610.0,1436.0,10.0,5556.0,17173.0,0.3235,0.0,66.0,0.0,3.0,3.0,0.0,0.0,46.0,23.0,69.0,72.0,0.9583,0.0,20.0,5.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,1.0
10001497,4c2966e1,Stadtwerke Hameln Weserbergland GmbH,Stadtwerke Hameln Weserbergland GmbH,1205.0,0.0,2.0,845.0,150.0,0.0,0.0,995.0,1207.0,0.8244,41.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,43.0,0.0698,,,,,,,,,,,120.0,280.0,0.0,200.0,10.0,150.0,40.0,0.0,200.0,600.0,0.3333,0.0,5.0,15.0,0.0,1.0,0.0,15.0,5.0,0.0,20.0,21.0,0.9524,,,,,,,,,,,
10001503,62414e99,Stadtwerke Lutherstadt Wittenberg GmbH,Stadtwerke Lutherstadt Wittenberg GmbH,402.0,0.0,0.0,402.0,0.0,0.0,0.0,402.0,402.0,1.0,26.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,26.0,0.1538,,,,,,,,,,,31.0,,250.0,19.0,300.0,0.0,0.0,0.0,300.0,300.0,1.0,0.0,4.0,,2.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,1.0,,,,,,,,,,,
10001505,70cf060e,Elektrizitätswerk Goldbach-Hösbach GmbH & Co. KG,Elektrizitätswerk Goldbach-Hösbach GmbH & Co. KG,480.0,0.0,0.0,240.0,240.0,0.0,0.0,480.0,480.0,1.0,,,,,,,,,,,,,,,,,,,,,31.0,0.0,229.0,26.0,286.0,0.0,0.0,0.0,286.0,286.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001509,0b455c9c,Stadtwerke Groß-Gerau Versorgungs GmbH,Stadtwerke Gross-Gerau Versorgungs GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001510,f20d9244,Gemeindewerke Baiersbronn,Gemeindewerke Baiersbronn,182.0,0.0,0.0,0.0,1.0,178.0,3.0,182.0,182.0,1.0,,,,,,,,,,,,,,,,,,,,,9.0,,81.0,13.0,0.0,2.0,6.0,2.0,10.0,103.0,0.0971,,,,,,,,,,,,,,,,,,,,,,,
10001515,76312ee5,Stadtwerke Neuruppin GmbH,Stadtwerke Neuruppin GmbH,157.0,0.0,0.0,153.0,2.0,1.0,0.0,156.0,157.0,0.9936,,,,,,,,,,,,,,,,,,,,,33.0,0.0,109.0,18.0,160.0,0.0,0.0,0.0,160.0,160.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001521,5cdcfe36,Stadtwerke Stockach GmbH,Stadtwerke Stockach GmbH,158.0,0.0,0.0,2.0,81.0,26.0,0.0,109.0,158.0,0.6899,,,,,,,,,,,,,,,,,,,,,36.0,0.0,125.0,46.0,207.0,0.0,0.0,,207.0,207.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001523,683d2df4,Gemeindewerke Gangkofen,Gemeindewerke Gangkofen,66.0,0.0,0.0,66.0,0.0,0.0,0.0,66.0,66.0,1.0,,,,,,,,,,,,,,,,,,,,,4.0,0.0,33.0,0.0,37.0,0.0,0.0,0.0,37.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001525,0f86847b,T.W.O. Technische Werke Osning GmbH,T.W.O. Technische Werke Osning GmbH,276.0,0.0,0.0,0.0,276.0,0.0,0.0,276.0,276.0,1.0,,,,,,,,,,,,,,,,,,,,,30.0,0.0,219.0,20.0,0.0,260.0,0.0,0.0,260.0,269.0,0.9665,,,,,,,,,,,,,,,,,,,,,,,
10001527,0b3392b8,Stadtwerke Witzenhausen GmbH,Stadtwerke Witzenhausen GmbH,123.0,0.0,0.0,4.0,93.0,26.0,0.0,123.0,123.0,1.0,,,,,,,,,,,,,,,,,,,,,38.0,0.0,110.0,17.0,79.0,69.0,17.0,0.0,165.0,165.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001528,65d3949e,Gemeindewerke Kirkel GmbH,Gemeindewerke Kirkel GmbH,93.0,3.0,3.0,4.0,80.0,8.0,1.0,93.0,99.0,0.9394,,,,,,,,,,,,,,,,,,,,,28.0,11.0,75.0,23.0,24.0,60.0,39.0,0.0,123.0,137.0,0.8978,,,,,,,,,,,,,,,,,,,,,,,
10001535,6b983fd8,Elektrizitätswerke Reutte GmbH & Co. KG,Elektrizitätswerke Reutte GmbH & Co. KG,470.0,0.0,0.0,101.0,44.0,0.0,0.0,145.0,470.0,0.3085,,,,,,,,,,,,,,,,,,,,,35.0,0.0,12.0,15.0,8.0,53.0,1.0,0.0,62.0,62.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,4.0,1.0,,,,,,,,,,,
10001543,ddb2a9fb,EZV Energie- und Service GmbH & Co. KG Untermain,EZV Energie- und Service GmbH & Co. KG Untermain,210.0,0.0,0.0,5.0,22.0,1.0,0.0,28.0,210.0,0.1333,,,,,,,,,,,,,,,,,,,,,43.0,0.0,190.0,42.0,262.0,13.0,0.0,0.0,275.0,275.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001544,805c6ce4,Gemeindewerke Waging,Gemeindewerke Waging a. See,55.0,0.0,0.0,10.0,44.0,1.0,0.0,55.0,55.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,37.0,4.0,10.0,33.0,0.0,0.0,43.0,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001550,36405f45,Bocholter Energie- und Wasserversorgung GmbH,Bocholter Energie- und Wasserversorgung GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001553,792169d1,Stadtwerke Mengen,Stadtwerke Mengen,71.0,0.0,0.0,0.0,71.0,0.0,0.0,71.0,71.0,1.0,,,,,,,,,,,,,,,,,,,,,20.0,0.0,53.0,7.0,60.0,20.0,0.0,0.0,80.0,80.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001560,c2976cae,Gemeindewerke Nümbrecht GmbH,Gemeindewerke Nümbrecht GmbH,149.0,0.0,0.0,140.0,7.0,0.0,0.0,147.0,149.0,0.9866,,,,,,,,,,,,,,,,,,,,,53.0,0.0,150.0,68.0,200.0,25.0,25.0,0.0,250.0,271.0,0.9225,,,,,,,,,,,,,,,,,,,,,,,
10001561,7b41f4ab,Stadtwerke Emmerich GmbH,Stadtwerke Emmerich GmbH,39.0,0.0,0.0,0.0,4.0,9.0,26.0,39.0,39.0,1.0,17.0,1.0,0.0,0.0,2.0,3.0,13.0,18.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001563,8282c41d,Stadtwerke Jülich GmbH,Stadtwerke Jülich GmbH,201.0,0.0,0.0,100.0,101.0,,,201.0,201.0,1.0,,,,,,,,,,,,,,,,,,,,,53.0,,108.0,220.0,200.0,150.0,0.0,0.0,350.0,381.0,0.9186,,,,,,,,,,,,,,,,,,,,,,,
10001565,055820fc,Stadtwerke Zeven GmbH,Stadtwerke Zeven GmbH,133.0,0.0,0.0,133.0,0.0,0.0,0.0,133.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,107.0,0.0,107.0,0.0,0.0,0.0,107.0,107.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001567,e82cb6fb,Elektrizitätswerk Bruchmühlbach-Miesau,Elektrizitätswerk Bruchmühlbach-Miesau,51.0,0.0,0.0,5.0,37.0,9.0,0.0,51.0,51.0,1.0,,,,,,,,,,,,,,,,,,,,,20.0,4.0,38.0,17.0,5.0,37.0,9.0,0.0,51.0,79.0,0.6456,,,,,,,,,,,,,,,,,,,,,,,
10001568,2cc22f5e,Gemeindewerke Langenpreising GmbH & Co. KG,Gemeindewerke Langenpreising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001575,31648c7b,Elektra-Genossenschaft Effeltrich e.G.,Elektra-Genossenschaft Effeltrich eG,39.0,0.0,0.0,39.0,0.0,0.0,0.0,39.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,6.0,23.0,4.0,34.0,0.0,0.0,0.0,34.0,39.0,0.8718,,,,,,,,,,,,,,,,,,,,,,,
10001577,e02c5ded,EVI Energieversorgung Hildesheim GmbH & Co. KG,EVI Energieversorgung Hildesheim GmbH & Co. KG,413.0,0.0,0.0,403.0,0.0,10.0,0.0,413.0,413.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001580,94c878bb,EVU Weilerbach,EVU Weilerbach,47.0,0.0,0.0,5.0,35.0,7.0,0.0,47.0,47.0,1.0,,,,,,,,,,,,,,,,,,,,,24.0,9.0,38.0,15.0,5.0,35.0,7.0,0.0,47.0,86.0,0.5465,,,,,,,,,,,,,,,,,,,,,,,
10001584,bbd2a7f6,Stadtwerke Dülmen GmbH,Stadtwerke Dülmen GmbH,538.0,0.0,0.0,463.0,32.0,0.0,0.0,495.0,538.0,0.9201,6.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,6.0,0.6667,,,,,,,,,,,126.0,0.0,432.0,63.0,15.0,346.0,249.0,11.0,621.0,621.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,,,,,,,,,,,
10001588,3bab492d,Stadtwerke Lauterbach GmbH,Stadtwerke Lauterbach GmbH,123.0,0.0,0.0,49.0,58.0,16.0,0.0,123.0,123.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,1.0,,,,,,,,,,,6.0,0.0,50.0,10.0,16.0,40.0,10.0,0.0,66.0,66.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001589,9f5ac72f,Verbandsgemeindewerke Enkenbach-Alsenborn,Verbandsgemeindewerke Enkenbach-Alsenborn,73.0,0.0,0.0,0.0,73.0,0.0,0.0,73.0,73.0,1.0,,,,,,,,,,,,,,,,,,,,,10.0,0.0,60.0,11.0,0.0,19.0,2.0,0.0,21.0,81.0,0.2593,,,,,,,,,,,,,,,,,,,,,,,
10001593,e0f67ce3,Nordseeheilbad Borkum GmbH,Nordseeheilbad Borkum GmbH,104.0,0.0,0.0,10.0,7.0,9.0,0.0,26.0,104.0,0.25,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0.0,0.0,6.0,1.0,0.0,0.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001594,708fb2fb,Stadtwerke Cham GmbH,Stadtwerke Cham GmbH,285.0,0.0,1.0,286.0,0.0,0.0,0.0,286.0,286.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,,,,,,,,,,,34.0,0.0,115.0,17.0,166.0,0.0,0.0,0.0,166.0,166.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.6667,,,,,,,,,,,
10001596,592a4559,Stadtwerke Wachenheim,Stadtwerke Wachenheim,65.0,0.0,0.0,,9.0,56.0,,65.0,65.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,79.0,2.0,,11.0,70.0,,81.0,81.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001598,15c9a451,Elektrizitäts-Versorgungs-Genossenschaft Perlesreut eG,Elektrizitäts-VersorgungsGenossenschaft Perlesreut eG,76.0,0.0,0.0,6.0,15.0,,,21.0,76.0,0.2763,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,14.0,7.0,6.0,1.0,0.0,14.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001606,d7247dd8,Gemeindewerke Nüdlingen,Gemeindewerke Nüdlingen,51.0,,,51.0,,,,51.0,51.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001607,e7f3da90,nvb Nordhorner Versorgungsbetriebe GmbH,nvb Nordhorner Versorgungsbetriebe GmbH,986.0,0.0,2.0,409.0,397.0,67.0,4.0,877.0,988.0,0.8877,63.0,0.0,3.0,2.0,16.0,12.0,0.0,30.0,66.0,0.4545,,,,,,,,,,,232.0,0.0,850.0,88.0,12.0,191.0,0.0,0.0,203.0,1170.0,0.1735,0.0,1.0,28.0,0.0,0.0,0.0,20.0,4.0,0.0,24.0,29.0,0.8276,,,,,,,,,,,
10001611,46f200ed,Gemeindewerke Garmisch-Partenkirchen,"Gemeindewerke Garmisch-Partenkirchen, KU",127.0,0.0,0.0,127.0,0.0,0.0,0.0,127.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,40.0,,96.0,23.0,159.0,0.0,0.0,0.0,159.0,159.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001614,bd205387,Überlandzentrale Wörth/I. - Altheim Netz AG,Überlandzentrale Wörth/I.-Altheim Netz AG,544.0,0.0,0.0,0.0,544.0,0.0,0.0,544.0,544.0,1.0,,,,,,,,,,,,,,,,,,,,,,,351.0,89.0,89.0,0.0,0.0,0.0,89.0,440.0,0.2023,,2.0,,1.0,,0.0,3.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,
10001615,faa755ad,SWB Stadtwerke Biedenkopf GmbH,SWB Stadtwerke Biedenkopf GmbH,53.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,53.0,0.2453,,,,,,,,,,,,,,,,,,,,,12.0,1.0,94.0,11.0,12.0,1.0,0.0,0.0,13.0,118.0,0.1102,,,,,,,,,,,,,,,,,,,,,,,
10001623,f48dbb74,Elektrizitätsgenossenschaft Oesterweg eG,Elektrizitätsgenossenschaft Oesterweg eG,42.0,,,0.0,42.0,0.0,0.0,42.0,42.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,26.0,15.0,41.0,0.0,0.0,0.0,41.0,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001624,e64f6c6e,Aschaffenburger Versorgungs-GmbH,Aschaffenburger Versorgungs-GmbH,609.0,0.0,3.0,200.0,350.0,0.0,0.0,550.0,612.0,0.8987,12.0,0.0,0.0,0.0,10.0,2.0,0.0,12.0,12.0,1.0,,,,,,,,,,,176.0,0.0,97.0,99.0,100.0,250.0,0.0,0.0,350.0,372.0,0.9409,,,,,,,,,,,,,,,,,,,,,,,
10001627,3fadb335,Donau-Stadtwerke Dillingen-Lauingen,Donau-Stadtwerke Dillingen-Lauingen,336.0,0.0,0.0,330.0,6.0,0.0,0.0,336.0,336.0,1.0,,,,,,,,,,,,,,,,,,,,,39.0,0.0,191.0,37.0,267.0,0.0,0.0,0.0,267.0,267.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001637,afe639e2,Stadtwerke Feuchtwangen,Stadtwerke Feuchtwangen,95.0,0.0,0.0,12.0,70.0,5.0,0.0,87.0,95.0,0.9158,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,,,,,,,,,,,8.0,0.0,61.0,15.0,28.0,38.0,2.0,0.0,68.0,84.0,0.8095,,,,,,,,,,,,,,,,,,,,,,,
10001645,8bfbc6cc,Mitteldeutsche Netzgesellschaft Strom mbH,Mitteldeutsche Netzgesellschaft Strom mbH,21346.0,9.0,4.0,9104.0,4552.0,1366.0,152.0,15174.0,21359.0,0.7104,379.0,41.0,32.0,63.0,16.0,62.0,38.0,179.0,452.0,0.396,55.0,145.0,0.0,21.0,9.0,0.0,3.0,33.0,200.0,0.165,2381.0,78.0,13178.0,3024.0,6375.0,3188.0,1036.0,27.0,10626.0,18661.0,0.5694,0.0,114.0,0.0,47.0,9.0,21.0,7.0,20.0,14.0,62.0,170.0,0.3647,,,,,,,,,,,
10001650,c32add32,EVU Späth e.K.,EVU Späth e.K.,26.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001666,3d8e90f6,Elektrizitäts-Genossenschaft Schlachters eG,Elektrizitätsgenossenschaft Schlachters e.G.,50.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,1.0,,,,,,,,,,,17.0,0.0,45.0,22.0,0.0,30.0,0.0,0.0,30.0,84.0,0.3571,,,,,,,,,,,,,,,,,,,,,,,
10001667,4ab2640e,Stadtwerke Balingen,Stadtwerke Balingen,282.0,0.0,249.0,0.0,200.0,80.0,5.0,285.0,531.0,0.5367,,,,,,,,,,,,,,,,,,,,,56.0,0.0,80.0,15.0,75.0,15.0,0.0,0.0,90.0,151.0,0.596,,,,,,,,,,,,,,,,,,,,,,,
10001669,cd0739a3,ÜZ Mainfranken eG,ÜZ Mainfranken eG,3528.0,0.0,0.0,500.0,2500.0,500.0,0.0,3500.0,3528.0,0.9921,87.0,4.0,1.0,0.0,0.0,10.0,82.0,92.0,92.0,1.0,,,,,,,,,,,234.0,3.0,533.0,334.0,550.0,500.0,50.0,0.0,1100.0,1104.0,0.9964,0.0,66.0,0.0,24.0,0.0,0.0,10.0,80.0,0.0,90.0,90.0,1.0,,,,,,,,,,,
10001670,a10df81a,Getec net GmbH,GETEC net GmbH,86.0,0.0,26.0,40.0,30.0,0.0,0.0,70.0,112.0,0.625,,,,,,,,,,,,,,,,,,,,,18.0,0.0,69.0,2.0,60.0,10.0,0.0,0.0,70.0,89.0,0.7865,,,,,,,,,,,,,,,,,,,,,,,
10001674,9a379d77,EVU Markt Obernzell,Markt Obernzell Elektrizitäts- versorgungsunternehmen,3254.0,0.0,0.0,5.0,2.0,0.0,0.0,7.0,3254.0,0.0022,,,,,,,,,,,,,,,,,,,,,21.0,0.0,56.0,25.0,5.0,5.0,0.0,0.0,10.0,102.0,0.098,,,,,,,,,,,,,,,,,,,,,,,
10001676,bb2386e4,Gemeindewerke Hütschenhausen c/o Stadtwerke Ramstein-Miesenbach GmbH,Gemeindewerke Hütschenhausen c/o SW Ramstein-Miesenbach GmbH,17.0,0.0,0.0,3.0,10.0,4.0,0.0,17.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,8.0,7.0,14.0,4.0,3.0,10.0,4.0,0.0,17.0,33.0,0.5152,,,,,,,,,,,,,,,,,,,,,,,
10001677,7e2fc0e1,Elektrizitätsgenossenschaft Engelsberg e.G.,Elektrizitätsgenossenschaft Engelsberg eG,30.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,20.0,5.0,0.0,25.0,0.0,0.0,25.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001681,b2395ce3,Gemeindewerke Frammersbach,Gemeindewerke Frammersbach,85.0,0.0,0.0,40.0,45.0,0.0,0.0,85.0,85.0,1.0,,,,,,,,,,,,,,,,,,,,,57.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,57.0,0.5263,,,,,,,,,,,,,,,,,,,,,,,
10001690,96682984,Kraftwerk Farchant A. Poettinger & Co. KG,Kraftwerk Farchant A. Poettinger & Co. KG,21.0,0.0,0.0,21.0,,,,21.0,21.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,13.0,0.0,15.0,,,,15.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001691,78ae2696,Wendelsteinbahn-Verteilnetz GmbH,Wendelsteinbahn Verteilnetz GmbH,122.0,0.0,0.0,122.0,0.0,0.0,0.0,122.0,122.0,1.0,,,,,,,,,,,,,,,,,,,,,17.0,0.0,102.0,10.0,129.0,0.0,0.0,0.0,129.0,129.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001693,dc56f273,"Niedersachsen Ports GmbH & Co. KG, Niederlassung Emden",Niedersachsen Ports GmbH & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001697,3f752114,Stadtwerke Dreieich GmbH,Stadtwerke Dreieich GmbH,125.0,,,,83.0,42.0,,125.0,125.0,1.0,,,,,,,,,,,,,,,,,,,,,60.0,,36.0,18.0,,77.0,37.0,,114.0,114.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001700,b88a813e,Stadtwerke Eutin GmbH,Stadtwerke Eutin GmbH,644.0,0.0,0.0,0.0,22.0,1.0,0.0,23.0,644.0,0.0357,,,,,,,,,,,,,,,,,,,,,38.0,0.0,79.0,39.0,156.0,0.0,0.0,0.0,156.0,156.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001705,c61b18f4,Stadtwerke Meiningen GmbH,Stadtwerke Meiningen GmbH,162.0,0.0,0.0,81.0,81.0,0.0,0.0,162.0,162.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,22.0,5.0,109.0,11.0,0.0,109.0,0.0,0.0,109.0,147.0,0.7415,,,,,,,,,,,,,,,,,,,,,,,
10001707,807547c4,Stadtwerke Pritzwalk GmbH,Stadtwerke Pritzwalk GmbH,49.0,0.0,0.0,39.0,10.0,0.0,0.0,49.0,49.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,0.0,42.0,5.0,35.0,18.0,0.0,0.0,53.0,53.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001712,b28cc916,Gebrüder Eirich GmbH & Co KG,Gebrüder Eirich GmbH & Co. KG,86.0,0.0,0.0,22.0,60.0,4.0,0.0,86.0,86.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,15.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001714,3d11f022,Elektrizitätsvereinigung Böbing eG,Elektrizitätsvereinigung Böbing eG,31.0,0.0,0.0,0.0,23.0,8.0,0.0,31.0,31.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,11.0,0.0,2.0,11.0,0.0,0.0,13.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001715,f029b270,Stadtwerke Bad Wildbad GmbH & Co. KG,Stadtwerke Bad Wildbad GmbH & Co. KG,20.0,0.0,0.0,5.0,3.0,0.0,0.0,8.0,20.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001720,1cb07185,Kraftwerk Köhlgartenwiese GmbH,Kraftwerk Köhlgartenwiese GmbH,57.0,0.0,0.0,10.0,47.0,0.0,0.0,57.0,57.0,1.0,,,,,,,,,,,,,,,,,,,,,10.0,0.0,37.0,2.0,28.0,21.0,0.0,0.0,49.0,49.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10001722,574a5332,Gemeindewerke Wildeck,Gemeindewerke Wildeck,32.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,11.0,7.0,8.0,11.0,28.0,1.0,2.0,1.0,32.0,37.0,0.8649,,,,,,,,,,,,,,,,,,,,,,,
10001723,e148f8c8,Stadtwerke Walldürn GmbH,Stadtwerke Walldürn GmbH,220.0,0.0,0.0,212.0,8.0,0.0,0.0,220.0,220.0,1.0,,,,,,,,,,,,,,,,,,,,,14.0,0.0,122.0,14.0,143.0,5.0,0.0,0.0,148.0,150.0,0.9867,,,,,,,,,,,,,,,,,,,,,,,
10001725,c50c2d47,Stromversorgung Zerbst GMBH & Co. KG,Stromversorgung Zerbst GmbH & Co. KG,10.0,0.0,0.0,7.0,2.0,1.0,0.0,10.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001726,7ff1bc82,Stadtwerke Bad Herrenalb GmbH,Stadtwerke Bad Herrenalb GmbH,108.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,108.0,0.1389,,,,,,,,,,,,,,,,,,,,,12.0,0.0,30.0,5.0,0.0,2.0,2.0,0.0,4.0,47.0,0.0851,,,,,,,,,,,,,,,,,,,,,,,
